HomeTeam,AwayTeam,FTHG,FTAG,FTR,HS,HST,AS,AST,HC,AC,HY,HR,AY,AR,B365H,B365A,B365D,B365>2.5,B365<2.5,Date,Time,HomeTeamID,AwayTeamID,HomeGoalsLast3,GoalDiff,FTR_Encoded,DaysSinceHomeLast,DaysSinceAwayLast,B365H_Prob,B365D_Prob,B365A_Prob,AwayGoalsLast3,HomeAttackForm,HomeDefenceForm,AwayAttackForm,AwayDefenceForm,HomeNetForm,AwayNetForm
Watford,Norwich,0,3,A,15,4,7,2,5,1,0,1,1,0,2.0,3.75,3.5,1.94,1.96,2022-01-21,20:00,24,18,0.6666666666666666,-3,-1,20.0,9.0,0.5,0.2857142857142857,0.26666666666666666,0.0,0.6666666666666666,2.6666666666666665,0.0,2.6666666666666665,-2.0,-2.6666666666666665
Man United,West Ham,1,0,H,18,3,6,1,3,3,1,0,1,0,1.85,4.0,3.8,1.66,2.2,2022-01-22,15:00,16,25,1.3333333333333333,1,1,19.0,21.0,0.5405405405405405,0.2631578947368421,0.25,2.3333333333333335,1.3333333333333333,0.6666666666666666,2.3333333333333335,1.6666666666666667,0.6666666666666666,0.6666666666666667
Leeds,Newcastle,0,1,A,13,4,15,3,6,7,4,0,2,0,2.0,3.75,3.5,1.66,2.2,2022-01-22,15:00,11,17,2.0,-1,-1,20.0,37.0,0.5,0.2857142857142857,0.26666666666666666,0.3333333333333333,2.0,2.3333333333333335,0.3333333333333333,3.0,-0.3333333333333335,-2.6666666666666665
Southampton,Man City,1,1,D,7,3,20,5,2,11,3,0,0,0,10.0,1.25,6.5,1.44,2.75,2022-01-22,17:30,21,15,2.0,0,0,11.0,21.0,0.1,0.15384615384615385,0.8,2.3333333333333335,2.0,1.0,2.3333333333333335,0.3333333333333333,1.0,2.0
Brentford,Wolves,1,2,A,11,1,7,2,6,3,2,0,3,0,3.2,2.6,2.8,2.5,1.53,2022-01-22,15:00,3,26,1.0,-1,-1,3.0,19.0,0.3125,0.35714285714285715,0.3846153846153846,0.6666666666666666,1.0,1.6666666666666667,0.6666666666666666,0.3333333333333333,-0.6666666666666667,0.3333333333333333
Everton,Aston Villa,0,1,A,15,1,8,3,9,2,5,0,3,0,2.75,2.62,3.25,2.05,1.85,2022-01-22,12:30,8,1,1.6666666666666667,-1,-1,20.0,20.0,0.36363636363636365,0.3076923076923077,0.38167938931297707,1.0,1.6666666666666667,2.6666666666666665,1.0,1.0,-0.9999999999999998,0.0
Leicester,Brighton,1,1,D,15,5,14,5,4,5,0,0,1,0,2.5,2.9,3.25,1.98,1.92,2022-01-23,14:00,12,4,2.3333333333333335,0,0,4.0,21.0,0.4,0.3076923076923077,0.3448275862068966,1.6666666666666667,2.3333333333333335,1.0,1.6666666666666667,1.3333333333333333,1.3333333333333335,0.3333333333333335
Chelsea,Tottenham,2,0,H,15,7,6,3,10,3,2,0,1,0,1.61,5.0,4.2,1.94,1.96,2022-01-23,16:30,6,23,1.3333333333333333,2,1,21.0,4.0,0.6211180124223602,0.23809523809523808,0.2,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.0,0.0,0.6666666666666667
Crystal Palace,Liverpool,1,3,A,8,5,15,7,2,5,4,0,1,0,6.0,1.53,4.2,1.72,2.1,2022-01-23,14:00,7,13,2.3333333333333335,-2,-1,22.0,21.0,0.16666666666666666,0.23809523809523808,0.6535947712418301,1.3333333333333333,2.3333333333333335,1.6666666666666667,1.3333333333333333,1.6666666666666667,0.6666666666666667,-0.3333333333333335
Arsenal,Burnley,0,0,D,20,5,10,1,12,4,0,0,2,0,1.36,9.0,4.75,1.8,2.0,2022-01-23,14:00,0,5,2.0,0,0,22.0,21.0,0.7352941176470588,0.21052631578947367,0.1111111111111111,0.6666666666666666,2.0,0.6666666666666666,0.6666666666666666,2.3333333333333335,1.3333333333333335,-1.666666666666667
Burnley,Watford,0,0,D,13,2,11,5,4,7,1,0,2,0,2.2,3.5,3.25,2.1,1.72,2022-02-05,18:00,5,24,2.0,0,0,55.0,21.0,0.45454545454545453,0.3076923076923077,0.2857142857142857,1.3333333333333333,2.0,1.3333333333333333,1.3333333333333333,2.3333333333333335,0.6666666666666667,-1.0000000000000002
Burnley,Man United,1,1,D,9,3,22,5,2,10,2,0,1,0,5.5,1.61,4.0,1.85,2.05,2022-02-08,20:00,5,16,1.0,0,0,3.0,20.0,0.18181818181818182,0.25,0.6211180124223602,2.0,1.0,1.0,2.0,1.3333333333333333,0.0,0.6666666666666667
Newcastle,Everton,3,1,H,20,9,11,3,6,2,2,0,3,0,2.5,2.87,3.25,1.91,1.99,2022-02-08,19:45,17,8,0.6666666666666666,2,1,24.0,24.0,0.4,0.3076923076923077,0.3484320557491289,1.0,0.6666666666666666,2.0,1.0,2.0,-1.3333333333333335,-1.0
West Ham,Watford,1,0,H,9,3,6,1,5,6,1,0,0,0,1.55,5.75,4.2,1.72,2.1,2022-02-08,19:45,25,24,2.0,1,1,23.0,3.0,0.6451612903225806,0.23809523809523808,0.17391304347826086,0.6666666666666666,2.0,2.0,0.6666666666666666,1.0,0.0,-0.33333333333333337
Tottenham,Southampton,2,3,A,8,3,23,10,2,8,2,0,3,0,1.6,5.5,4.0,1.8,2.0,2022-02-09,19:45,23,21,2.6666666666666665,-1,-1,45.0,25.0,0.625,0.25,0.18181818181818182,2.0,2.6666666666666665,0.6666666666666666,2.0,2.3333333333333335,2.0,-0.3333333333333335
Aston Villa,Leeds,3,3,D,12,4,16,8,6,11,1,1,3,0,1.8,4.2,3.8,1.72,2.1,2022-02-09,20:00,1,11,1.6666666666666667,0,0,25.0,24.0,0.5555555555555556,0.2631578947368421,0.23809523809523808,1.6666666666666667,1.6666666666666667,2.0,1.6666666666666667,4.0,-0.33333333333333326,-2.333333333333333
Man City,Brentford,2,0,H,15,7,6,2,9,3,0,0,0,0,1.1,23.0,9.5,1.36,3.2,2022-02-09,19:45,15,3,4.666666666666667,2,1,25.0,24.0,0.9090909090909091,0.10526315789473684,0.043478260869565216,0.3333333333333333,4.666666666666667,1.0,0.3333333333333333,3.0,3.666666666666667,-2.6666666666666665
Norwich,Crystal Palace,1,1,D,5,1,13,5,4,6,1,0,2,0,3.5,2.15,3.25,2.1,1.72,2022-02-09,19:45,18,7,0.6666666666666666,0,0,25.0,26.0,0.2857142857142857,0.3076923076923077,0.46511627906976744,0.3333333333333333,0.6666666666666666,2.6666666666666665,0.3333333333333333,1.6666666666666667,-2.0,-1.3333333333333335
Liverpool,Leicester,2,0,H,22,11,5,1,7,6,1,0,0,0,1.25,10.0,6.5,1.33,3.4,2022-02-10,19:45,13,12,2.3333333333333335,2,1,25.0,46.0,0.8,0.15384615384615385,0.1,2.0,2.3333333333333335,0.3333333333333333,2.0,3.3333333333333335,2.0,-1.3333333333333335
Wolves,Arsenal,0,1,A,15,4,12,2,7,4,2,0,3,1,3.5,2.2,3.2,2.3,1.61,2022-02-10,19:45,26,0,1.0,-1,-1,26.0,46.0,0.2857142857142857,0.3125,0.45454545454545453,3.3333333333333335,1.0,0.6666666666666666,3.3333333333333335,1.0,0.33333333333333337,2.3333333333333335
Watford,Brighton,0,2,A,9,1,11,6,4,5,3,0,2,0,3.5,2.05,3.3,2.3,1.61,2022-02-12,15:00,24,4,0.3333333333333333,-2,-1,22.0,20.0,0.2857142857142857,0.30303030303030304,0.48780487804878053,1.6666666666666667,0.3333333333333333,2.6666666666666665,1.6666666666666667,1.3333333333333333,-2.333333333333333,0.3333333333333335
Brentford,Crystal Palace,0,0,D,9,2,6,3,3,9,1,0,0,0,2.55,3.0,3.1,2.3,1.61,2022-02-12,15:00,3,7,1.3333333333333333,0,0,21.0,3.0,0.3921568627450981,0.3225806451612903,0.3333333333333333,0.6666666666666666,1.3333333333333333,2.0,0.6666666666666666,1.6666666666666667,-0.6666666666666667,-1.0
Man United,Southampton,1,1,D,12,8,13,4,1,4,4,0,0,0,1.6,5.5,4.0,1.72,2.1,2022-02-12,12:30,16,21,1.3333333333333333,0,0,21.0,3.0,0.625,0.25,0.18181818181818182,2.3333333333333335,1.3333333333333333,0.6666666666666666,2.3333333333333335,2.3333333333333335,0.6666666666666666,0.0
Norwich,Man City,0,4,A,8,3,22,9,4,12,0,0,2,0,15.0,1.16,8.0,1.44,2.75,2022-02-12,17:30,18,15,1.0,-4,-1,3.0,21.0,0.06666666666666667,0.125,0.8620689655172414,1.3333333333333333,1.0,2.3333333333333335,1.3333333333333333,0.6666666666666666,-1.3333333333333335,0.6666666666666666
Everton,Leeds,3,0,H,21,10,7,0,5,3,1,0,1,0,2.25,3.0,3.5,1.66,2.2,2022-02-12,15:00,8,11,1.3333333333333333,3,1,21.0,3.0,0.4444444444444444,0.2857142857142857,0.3333333333333333,2.0,1.3333333333333333,1.6666666666666667,2.0,4.0,-0.3333333333333335,-2.0
Burnley,Liverpool,0,1,A,8,5,12,4,5,8,0,0,1,0,10.0,1.28,5.25,1.57,2.37,2022-02-13,14:00,5,13,0.3333333333333333,-1,-1,5.0,21.0,0.1,0.19047619047619047,0.78125,1.6666666666666667,0.3333333333333333,0.3333333333333333,1.6666666666666667,1.3333333333333333,0.0,0.3333333333333335
Newcastle,Aston Villa,1,0,H,10,2,11,1,3,6,3,0,4,0,2.7,2.62,3.3,1.85,2.05,2022-02-13,14:00,17,1,1.6666666666666667,1,1,5.0,22.0,0.37037037037037035,0.30303030303030304,0.38167938931297707,1.3333333333333333,1.6666666666666667,1.0,1.3333333333333333,0.6666666666666666,0.6666666666666667,0.6666666666666666
Leicester,West Ham,2,2,D,13,2,8,3,5,4,1,0,2,0,2.9,2.3,3.5,1.66,2.2,2022-02-13,16:30,12,25,1.3333333333333333,0,0,21.0,22.0,0.3448275862068966,0.2857142857142857,0.4347826086956522,2.3333333333333335,1.3333333333333333,1.3333333333333333,2.3333333333333335,1.3333333333333333,0.0,1.0000000000000002
Tottenham,Wolves,0,2,A,17,7,11,7,7,3,3,0,1,0,1.7,5.5,3.6,2.2,1.66,2022-02-13,14:00,23,26,2.3333333333333335,-2,-1,4.0,22.0,0.5882352941176471,0.2777777777777778,0.18181818181818182,1.3333333333333333,2.3333333333333335,1.6666666666666667,1.3333333333333333,0.3333333333333333,0.6666666666666667,1.0
Man United,Brighton,2,0,H,19,7,10,3,10,2,3,0,1,1,1.72,4.75,3.75,1.92,1.98,2022-02-15,20:15,16,4,0.6666666666666666,2,1,3.0,3.0,0.5813953488372093,0.26666666666666666,0.21052631578947367,2.0,0.6666666666666666,0.6666666666666666,2.0,1.0,0.0,1.0
Liverpool,Norwich,3,1,H,29,8,6,1,9,4,0,0,1,0,1.1,23.0,9.0,1.36,3.2,2022-02-19,15:00,13,18,2.6666666666666665,2,1,9.0,29.0,0.9090909090909091,0.1111111111111111,0.043478260869565216,1.0,2.6666666666666665,0.3333333333333333,1.0,1.6666666666666667,2.333333333333333,-0.6666666666666667
Arsenal,Brentford,2,1,H,24,8,6,2,14,0,1,0,1,0,1.44,8.0,4.2,1.97,1.93,2022-02-19,15:00,0,3,1.0,1,1,27.0,10.0,0.6944444444444444,0.23809523809523808,0.125,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,3.0,0.33333333333333337,-2.6666666666666665
Man City,Tottenham,2,3,A,21,4,6,5,10,0,0,0,3,0,1.28,10.0,6.0,1.57,2.37,2022-02-19,17:30,15,23,3.0,-1,-1,10.0,27.0,0.78125,0.16666666666666666,0.1,1.3333333333333333,3.0,1.0,1.3333333333333333,1.3333333333333333,2.0,0.0
Aston Villa,Watford,0,1,A,20,1,8,4,10,5,1,0,2,0,1.65,5.75,3.6,2.01,1.89,2022-02-19,15:00,1,24,2.0,-1,-1,10.0,11.0,0.6060606060606061,0.2777777777777778,0.17391304347826086,0.3333333333333333,2.0,2.6666666666666665,0.3333333333333333,0.6666666666666666,-0.6666666666666665,-0.3333333333333333
Brighton,Burnley,0,3,A,11,1,10,4,4,4,1,0,4,0,1.66,6.0,3.5,2.2,1.66,2022-02-19,15:00,4,5,1.3333333333333333,-3,-1,32.0,27.0,0.6024096385542169,0.2857142857142857,0.16666666666666666,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.6666666666666666,2.0,0.6666666666666666,-1.3333333333333335
Crystal Palace,Chelsea,0,1,A,7,0,9,3,4,4,1,0,3,0,5.5,1.65,3.8,2.05,1.85,2022-02-19,15:00,7,6,2.0,-1,-1,27.0,32.0,0.18181818181818182,0.2631578947368421,0.6060606060606061,1.3333333333333333,2.0,2.0,1.3333333333333333,1.0,0.0,0.33333333333333326
Southampton,Everton,2,0,H,19,11,9,0,4,4,0,0,2,0,2.1,3.5,3.5,1.72,2.1,2022-02-19,15:00,21,8,2.0,2,1,28.0,11.0,0.47619047619047616,0.2857142857142857,0.2857142857142857,1.0,2.0,1.0,1.0,2.0,1.0,-1.0
West Ham,Newcastle,1,1,D,11,3,14,3,3,7,3,0,3,0,1.7,4.75,4.0,1.8,2.0,2022-02-19,12:30,25,17,1.6666666666666667,0,0,11.0,28.0,0.5882352941176471,0.25,0.21052631578947367,0.6666666666666666,1.6666666666666667,1.0,0.6666666666666666,2.3333333333333335,0.6666666666666667,-1.666666666666667
Wolves,Leicester,2,1,H,11,3,17,7,7,10,4,0,4,0,2.25,3.25,3.3,2.1,1.72,2022-02-20,16:30,26,12,1.0,1,1,10.0,10.0,0.4444444444444444,0.30303030303030304,0.3076923076923077,1.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,3.3333333333333335,0.33333333333333337,-2.0
Leeds,Man United,2,4,A,16,6,15,9,3,3,6,0,3,0,3.9,1.85,3.8,1.61,2.3,2022-02-20,14:00,11,16,1.3333333333333333,-2,-1,29.0,12.0,0.25641025641025644,0.2631578947368421,0.5405405405405405,2.0,1.3333333333333333,2.0,2.0,1.3333333333333333,-0.6666666666666667,0.6666666666666667
Liverpool,Leeds,6,0,H,23,15,3,2,4,0,0,0,3,0,1.16,15.0,8.0,1.28,3.75,2022-02-23,19:45,13,11,2.6666666666666665,6,1,4.0,11.0,0.8620689655172414,0.125,0.06666666666666667,2.0,2.6666666666666665,0.3333333333333333,2.0,2.6666666666666665,2.333333333333333,-0.6666666666666665
Watford,Crystal Palace,1,4,A,8,1,7,5,6,4,2,0,1,0,3.1,2.3,3.3,2.2,1.66,2022-02-23,19:30,24,7,0.0,-3,-1,11.0,11.0,0.3225806451612903,0.30303030303030304,0.4347826086956522,0.6666666666666666,0.0,2.0,0.6666666666666666,0.6666666666666666,-2.0,0.0
Burnley,Tottenham,1,0,H,15,4,12,2,3,7,0,0,0,0,4.6,1.75,3.8,2.1,1.72,2022-02-23,19:30,5,23,0.3333333333333333,1,1,10.0,4.0,0.2173913043478261,0.2631578947368421,0.5714285714285714,2.0,0.3333333333333333,0.6666666666666666,2.0,2.0,-0.3333333333333333,0.0
Arsenal,Wolves,2,1,H,26,5,6,2,5,4,1,0,1,0,1.65,5.5,3.8,2.2,1.66,2022-02-24,19:45,0,26,1.0,1,1,5.0,11.0,0.6060606060606061,0.2631578947368421,0.18181818181818182,1.6666666666666667,1.0,1.0,1.6666666666666667,0.3333333333333333,0.0,1.3333333333333335
Southampton,Norwich,2,0,H,27,9,8,1,13,6,1,0,2,0,1.53,6.0,4.33,1.72,2.1,2022-02-25,20:00,21,18,2.3333333333333335,2,1,6.0,6.0,0.6535947712418301,0.23094688221709006,0.16666666666666666,1.3333333333333333,2.3333333333333335,0.6666666666666666,1.3333333333333333,1.6666666666666667,1.666666666666667,-0.3333333333333335
Brentford,Newcastle,0,2,A,6,1,26,11,6,6,3,1,1,0,2.5,3.0,3.2,2.3,1.61,2022-02-26,15:00,3,17,0.6666666666666666,-2,-1,14.0,7.0,0.4,0.3125,0.3333333333333333,1.0,0.6666666666666666,1.6666666666666667,1.0,1.3333333333333333,-1.0,-0.33333333333333326
Crystal Palace,Burnley,1,1,D,11,4,5,1,5,4,0,0,2,0,1.9,4.0,3.6,2.2,1.66,2022-02-26,15:00,7,5,1.0,0,0,7.0,7.0,0.5263157894736842,0.2777777777777778,0.25,1.3333333333333333,1.0,2.3333333333333335,1.3333333333333333,1.0,-1.3333333333333335,0.33333333333333326
Everton,Man City,0,1,A,6,2,13,8,3,4,3,0,2,0,10.0,1.28,5.75,1.57,2.37,2022-02-26,17:30,8,15,1.6666666666666667,-1,-1,14.0,14.0,0.1,0.17391304347826086,0.78125,2.3333333333333335,1.6666666666666667,1.3333333333333333,2.3333333333333335,0.6666666666666666,0.3333333333333335,1.666666666666667
Brighton,Aston Villa,0,2,A,12,1,9,4,7,2,4,0,5,0,2.2,3.5,3.3,2.1,1.72,2022-02-26,15:30,4,1,0.6666666666666666,-2,-1,7.0,13.0,0.45454545454545453,0.30303030303030304,0.2857142857142857,0.6666666666666666,0.6666666666666666,1.6666666666666667,0.6666666666666666,1.0,-1.0,-0.33333333333333337
Man United,Watford,0,0,D,22,3,10,2,4,3,0,0,0,0,1.3,9.5,5.5,1.61,2.3,2022-02-26,15:00,16,24,1.3333333333333333,0,0,11.0,7.0,0.7692307692307692,0.18181818181818182,0.10526315789473684,0.3333333333333333,1.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.0
Leeds,Tottenham,0,4,A,19,3,15,11,3,6,4,0,2,0,4.2,1.85,3.6,1.61,2.3,2022-02-26,12:30,11,23,1.6666666666666667,-4,-1,6.0,3.0,0.23809523809523808,0.2777777777777778,0.5405405405405405,1.0,1.6666666666666667,2.0,1.0,1.6666666666666667,-0.33333333333333326,-0.6666666666666667
West Ham,Wolves,1,0,H,13,4,14,1,3,5,1,0,0,0,2.05,3.8,3.3,2.3,1.61,2022-02-27,14:00,25,26,1.3333333333333333,1,1,8.0,3.0,0.48780487804878053,0.30303030303030304,0.2631578947368421,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.6666666666666667,1.0,0.0,0.6666666666666667
Burnley,Leicester,0,2,A,9,2,22,6,6,8,1,0,1,0,2.9,2.4,3.4,2.02,1.88,2022-03-01,19:45,5,12,0.6666666666666666,-2,-1,6.0,9.0,0.3448275862068966,0.29411764705882354,0.4166666666666667,1.3333333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,3.3333333333333335,0.0,-2.0
Burnley,Chelsea,0,4,A,6,1,11,5,5,2,2,0,0,0,6.5,1.5,4.33,2.1,1.72,2022-03-05,15:00,5,6,0.3333333333333333,-4,-1,4.0,14.0,0.15384615384615385,0.23094688221709006,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,-0.6666666666666667,0.0
Wolves,Crystal Palace,0,2,A,12,5,12,8,7,7,0,0,3,0,2.3,3.4,3.1,2.62,1.5,2022-03-05,15:00,26,7,1.6666666666666667,-2,-1,13.0,10.0,0.4347826086956522,0.3225806451612903,0.29411764705882354,1.6666666666666667,1.6666666666666667,1.0,1.6666666666666667,0.6666666666666666,0.6666666666666667,1.0
Aston Villa,Southampton,4,0,H,14,9,11,1,4,7,1,0,1,0,2.3,3.0,3.5,1.86,2.04,2022-03-05,15:00,1,21,1.6666666666666667,4,1,14.0,21.0,0.4347826086956522,0.2857142857142857,0.3333333333333333,1.6666666666666667,1.6666666666666667,2.0,1.6666666666666667,2.0,-0.33333333333333326,-0.33333333333333326
Norwich,Brentford,1,3,A,15,7,10,6,5,5,2,0,5,0,2.9,2.5,3.1,2.3,1.61,2022-03-05,15:00,18,3,1.0,-2,-1,21.0,14.0,0.3448275862068966,0.3225806451612903,0.4,0.3333333333333333,1.0,2.0,0.3333333333333333,2.3333333333333335,-1.0,-2.0
Newcastle,Brighton,2,1,H,10,4,15,4,4,7,1,0,1,0,2.75,2.62,3.2,2.3,1.61,2022-03-05,15:00,17,4,1.6666666666666667,1,1,20.0,18.0,0.36363636363636365,0.3125,0.38167938931297707,1.0,1.6666666666666667,0.6666666666666666,1.0,1.0,1.0,0.0
Liverpool,West Ham,1,0,H,22,5,13,5,4,6,2,0,1,0,1.28,9.5,5.75,1.5,2.62,2022-03-05,17:30,13,25,3.6666666666666665,1,1,10.0,20.0,0.78125,0.17391304347826086,0.10526315789473684,1.6666666666666667,3.6666666666666665,0.3333333333333333,1.6666666666666667,1.6666666666666667,3.333333333333333,0.0
Leicester,Leeds,1,0,H,7,4,19,4,5,10,1,0,2,0,1.75,4.2,4.0,1.53,2.5,2022-03-05,12:30,12,11,1.6666666666666667,1,1,20.0,10.0,0.5714285714285714,0.25,0.23809523809523808,1.0,1.6666666666666667,2.0,1.0,4.0,-0.33333333333333326,-3.0
Man City,Man United,4,1,H,24,10,5,2,9,3,0,0,1,0,1.4,7.5,4.75,1.61,2.3,2022-03-06,16:30,15,16,1.6666666666666667,3,1,15.0,14.0,0.7142857142857143,0.21052631578947367,0.13333333333333333,2.6666666666666665,1.6666666666666667,1.0,2.6666666666666665,1.3333333333333333,0.6666666666666667,1.3333333333333333
Watford,Arsenal,2,3,A,13,7,16,4,1,5,1,0,2,0,6.0,1.57,4.0,2.05,1.85,2022-03-06,14:00,24,0,0.3333333333333333,-1,-1,11.0,24.0,0.16666666666666666,0.25,0.6369426751592356,3.3333333333333335,0.3333333333333333,3.0,3.3333333333333335,0.3333333333333333,-2.6666666666666665,3.0
Tottenham,Everton,5,0,H,14,7,6,0,5,2,2,0,0,0,1.57,5.75,3.8,1.72,2.1,2022-03-07,20:00,23,8,1.6666666666666667,5,1,22.0,16.0,0.6369426751592356,0.2631578947368421,0.17391304347826086,0.6666666666666666,1.6666666666666667,1.6666666666666667,0.6666666666666666,2.3333333333333335,0.0,-1.666666666666667
Southampton,Newcastle,1,2,A,14,5,8,4,12,5,1,0,1,0,2.0,3.5,3.75,1.8,2.0,2022-03-10,19:30,21,17,1.6666666666666667,-1,-1,13.0,12.0,0.5,0.26666666666666666,0.2857142857142857,1.3333333333333333,1.6666666666666667,0.3333333333333333,1.3333333333333333,0.3333333333333333,1.3333333333333335,1.0
Leeds,Aston Villa,0,3,A,4,1,15,9,3,5,5,0,3,0,2.7,2.5,3.5,1.72,2.1,2022-03-10,19:45,11,1,0.6666666666666666,-3,-1,12.0,12.0,0.37037037037037035,0.2857142857142857,0.4,1.0,0.6666666666666666,3.0,1.0,0.3333333333333333,-2.3333333333333335,0.6666666666666667
Wolves,Watford,4,0,H,10,5,9,0,5,2,2,0,2,0,1.75,4.5,3.6,2.3,1.61,2022-03-10,19:30,26,24,0.6666666666666666,4,1,5.0,12.0,0.5714285714285714,0.2777777777777778,0.2222222222222222,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.3333333333333333,0.3333333333333333,-0.6666666666666666,0.0
Norwich,Chelsea,1,3,A,9,3,15,7,3,8,0,0,2,0,11.0,1.3,4.75,1.72,2.1,2022-03-10,19:30,18,6,0.6666666666666666,-2,-1,5.0,5.0,0.09090909090909091,0.21052631578947367,0.7692307692307692,2.0,0.6666666666666666,2.6666666666666665,2.0,0.3333333333333333,-2.0,1.6666666666666667
Brentford,Burnley,2,0,H,13,4,7,1,2,9,1,0,1,1,2.15,3.6,3.2,2.3,1.61,2022-03-12,15:00,3,5,0.3333333333333333,2,1,14.0,14.0,0.46511627906976744,0.3125,0.2777777777777778,1.3333333333333333,0.3333333333333333,1.3333333333333333,1.3333333333333333,0.3333333333333333,-1.0,1.0
Man United,Tottenham,3,2,H,10,6,10,3,4,5,2,0,1,0,2.2,3.25,3.4,1.72,2.1,2022-03-12,17:30,16,23,1.0,1,1,14.0,14.0,0.45454545454545453,0.29411764705882354,0.3076923076923077,2.3333333333333335,1.0,0.3333333333333333,2.3333333333333335,1.0,0.6666666666666667,1.3333333333333335
Brighton,Liverpool,0,2,A,8,3,18,9,7,6,3,0,1,0,6.0,1.5,4.33,1.72,2.1,2022-03-12,12:30,4,13,0.3333333333333333,-2,-1,14.0,27.0,0.16666666666666666,0.23094688221709006,0.6666666666666666,2.0,0.3333333333333333,2.0,2.0,1.0,-1.6666666666666667,1.0
Southampton,Watford,1,2,A,13,7,9,5,11,3,3,0,2,0,1.6,5.25,4.2,1.8,2.0,2022-03-13,14:00,21,24,1.6666666666666667,-1,-1,3.0,3.0,0.625,0.23809523809523808,0.19047619047619047,0.3333333333333333,1.6666666666666667,0.6666666666666666,0.3333333333333333,1.3333333333333333,1.0,-1.0
West Ham,Aston Villa,2,1,H,11,4,13,7,5,7,1,0,0,0,2.25,3.3,3.3,2.01,1.89,2022-03-13,14:00,25,1,1.0,1,1,14.0,3.0,0.4444444444444444,0.30303030303030304,0.30303030303030304,1.6666666666666667,1.0,0.3333333333333333,1.6666666666666667,0.3333333333333333,0.6666666666666667,1.3333333333333335
Arsenal,Leicester,2,0,H,21,8,6,3,2,6,0,0,3,0,1.5,6.0,4.5,1.61,2.3,2022-03-13,16:30,0,12,1.3333333333333333,2,1,17.0,12.0,0.6666666666666666,0.2222222222222222,0.16666666666666666,1.0,1.3333333333333333,0.6666666666666666,1.0,1.3333333333333333,0.6666666666666666,-0.33333333333333326
Chelsea,Newcastle,1,0,H,8,3,7,2,7,2,4,0,3,0,1.3,11.0,5.25,1.72,2.1,2022-03-13,14:00,6,17,1.6666666666666667,1,1,49.0,3.0,0.7692307692307692,0.19047619047619047,0.09090909090909091,1.6666666666666667,1.6666666666666667,1.0,1.6666666666666667,0.6666666666666666,0.6666666666666667,1.0
Everton,Wolves,0,1,A,8,2,14,3,5,2,2,1,1,0,2.3,3.3,3.2,2.3,1.61,2022-03-13,14:00,8,26,1.0,-1,-1,15.0,14.0,0.4347826086956522,0.3125,0.30303030303030304,1.0,1.0,0.6666666666666666,1.0,1.0,0.33333333333333337,0.0
Leeds,Norwich,2,1,H,13,7,12,4,6,2,3,0,1,0,1.55,5.75,4.2,1.66,2.2,2022-03-13,14:00,11,18,0.6666666666666666,1,1,3.0,16.0,0.6451612903225806,0.23809523809523808,0.17391304347826086,1.3333333333333333,0.6666666666666666,3.6666666666666665,1.3333333333333333,1.6666666666666667,-3.0,-0.3333333333333335
Crystal Palace,Man City,0,0,D,7,1,18,4,2,6,3,0,1,0,10.0,1.33,5.0,1.72,2.1,2022-03-14,20:00,7,15,0.6666666666666666,0,0,16.0,16.0,0.1,0.2,0.7518796992481203,2.0,0.6666666666666666,1.6666666666666667,2.0,0.3333333333333333,-1.0,1.6666666666666667
Brighton,Tottenham,0,2,A,15,0,17,7,6,3,2,0,2,0,3.3,2.25,3.3,2.0,1.8,2022-03-16,19:30,4,23,0.0,-2,-1,4.0,4.0,0.30303030303030304,0.30303030303030304,0.4444444444444444,2.0,0.0,2.3333333333333335,2.0,1.3333333333333333,-2.3333333333333335,0.6666666666666667
Arsenal,Liverpool,0,2,A,9,2,9,3,1,6,0,0,1,0,3.5,1.9,4.0,1.72,2.1,2022-03-16,20:15,0,13,2.0,-2,-1,3.0,4.0,0.2857142857142857,0.25,0.5263157894736842,2.0,2.0,0.6666666666666666,2.0,0.3333333333333333,1.3333333333333335,1.6666666666666667
Everton,Newcastle,1,0,H,9,3,17,6,5,7,2,1,1,0,2.4,3.1,3.25,1.9,2.0,2022-03-17,19:45,8,17,1.0,1,1,4.0,4.0,0.4166666666666667,0.3076923076923077,0.3225806451612903,1.3333333333333333,1.0,0.6666666666666666,1.3333333333333333,0.6666666666666666,0.33333333333333337,0.6666666666666666
Wolves,Leeds,2,3,A,14,8,15,6,2,5,1,1,4,0,2.1,3.4,3.5,1.99,1.91,2022-03-18,20:00,26,11,2.0,-1,-1,8.0,13.0,0.47619047619047616,0.2857142857142857,0.29411764705882354,0.0,2.0,1.0,0.0,3.3333333333333335,1.0,-3.3333333333333335
